PMID,title,abstract,adverse_observed,treatment_safety,risk_factor,drug_effect,animal_model
16689555,Under-reporting of adverse drug reactions : a systematic review.,"The purpose of this review was to estimate the extent of under-reporting of adverse drug reactions (ADRs) to spontaneous reporting systems and to investigate whether there are differences between different types of ADRs. A systematic literature search was carried out to identify studies providing a numerical estimate of under-reporting. Studies were included regardless of the methodology used or the setting, e.g. hospital versus general practice. Estimates of under-reporting were either extracted directly from the published study or calculated from the study data. These were expressed as the percentage of ADRs detected from intensive data collection that were not reported to the relevant local, regional or national spontaneous reporting systems. The median under-reporting rate was calculated across all studies and within subcategories of studies using different methods or settings. In total, 37 studies using a wide variety of surveillance methods were identified from 12 countries. These generated 43 numerical estimates of under-reporting. The median under-reporting rate across the 37 studies was 94% (interquartile range 82-98%). There was no significant difference in the median under-reporting rates calculated for general practice and hospital-based studies. Five of the ten general practice studies provided evidence of a higher median under-reporting rate for all ADRs compared with more serious or severe ADRs (95% and 80%, respectively). In comparison, for five of the eight hospital-based studies the median under-reporting rate for more serious or severe ADRs remained high (95%). The median under-reporting rate was lower for 19 studies investigating specific serious/severe ADR-drug combinations but was still high at 85%. This systematic review provides evidence of significant and widespread under-reporting of ADRs to spontaneous reporting systems including serious or severe ADRs. Further work is required to assess the impact of under-reporting on public health decisions and the effects of initiatives to improve reporting such as internet reporting, pharmacist/nurse reporting and direct patient reporting as well as improved education and training of healthcare professionals.",1,0,0,0,0
34391508,Treatment-related adverse events of PD-1 and PD-L1 inhibitor-based combination therapies in clinical trials: a systematic review and meta-analysis.,"Numerous ongoing trials are testing anti-PD-1-based or anti-PD-L1-based cancer treatment combinations. Understanding the toxicity profiles of treatment-related adverse events is essential. The aim of this study was to comprehensively investigate the incidences and profiles of treatment-related adverse events across different combination therapies. We did a systematic review and meta-analysis comparing different chemotherapy, targeted therapy, immunotherapy, and radiotherapy combinations with PD-1 or PD-L1 inhibitors. We searched Pubmed, Embase, and Cochrane databases for articles published in English between Jan 1, 2000, and May 21, 2020, investigating globally approved PD-1 or PD-L1 inhibitor-based combination therapies. Only prospective trials reporting overall incidence or tabulated data of treatment-related adverse events were included. Trials investigating sequential therapies, comprising three or more classes of therapies, and enrolling less than ten patients were excluded. The primary outcomes were overall incidences and profiles for all-grade and grade 3 or higher treatment-related adverse events by random-effect models. Heterogeneity between studies was assessed with I<sup>2</sup> statistics. The summary measures for main outcomes are incidences (95% CI). The 95% CI were calculated together with the incidence through a random-effects model with a logit transformation. The protocol is registered with PROSPERO (CRD42020189617). We identified 2540 records, of which 161 studies (17 197 patients) met the inclusion criteria. The overall incidence of treatment-related adverse events in the chemotherapy combination was 97·7% (95% CI 96·4-98·5; I<sup>2</sup>=75%) for all-grade adverse events and 68·3% (60·7-75·0; I<sup>2</sup>=93%) for grade 3 or higher adverse events; in the targeted therapy combination was 94·5% (90·7-96·8; I<sup>2</sup>=86%) for all-grade adverse events and 47·3% (37·3-57·5; I<sup>2</sup>=93%) for grade 3 or higher adverse events; in the immunotherapy combination was 86·8% (80·9-91·1; I<sup>2</sup>=94%) for all-grade adverse events and 35·9% (29·5-42·9; I<sup>2</sup>=92%) for grade 3 or higher adverse events; and in the radiotherapy combination was 89·4% (69·0-96·9; I<sup>2</sup>=74%) for all-grade adverse events and 12·4% (4·4-30·6; I<sup>2</sup>=73%) for grade 3 or higher adverse events. For these four combination therapies, the most common all-grade adverse events were anaemia (45.4% [95% CI 32·4-59·1]), fatigue (34·3% [27·5-41·9]), fatigue (26·4% [19·2-35·2]), and dysphagia (30·0% [18·7-44·5]), respectively, and the most common grade 3 or higher adverse events were neutropenia (19·6% [13·5-27·7]), hypertension (9·3% [5·7-14·9]), lipase increased (7·2% [5·2-9·9]), and lymphopenia (10·3% [4·5-21·8]). All included randomised controlled trials had a low risk of bias. Our study provides comprehensive data on treatment-related adverse events of different PD-1 or PD-L1 inhibitor-based combination therapies. Our results provide an essential reference of toxicity profiles of PD-1 or PD-L1 inhibitor-based combination therapies for clinicians in routine practice of cancer care. National Key Research and Development Programme, National Natural Science Foundation of China key program, National Natural Science Foundation of China general program, Chinese Academy of Medical Sciences Initiative for Innovative Medicine, Beijing Municipal Science and Technology Commission, Non-profit Central Research Institute Fund.",1,1,0,0,0
28433211,Adverse Events During a Randomized Trial of Ketamine Versus Co-Administration of Ketamine and Propofol for Procedural Sedation in a Pediatric Emergency Department.,"The co-administration of ketamine and propofol (CoKP) is thought to maximize the beneficial profile of each medication, while minimizing the respective adverse effects of each medication. Our objective was to compare adverse events between ketamine monotherapy (KM) and CoKP for procedural sedation and analgesia (PSA) in a pediatric emergency department (ED). This was a prospective, randomized, single-blinded, controlled trial of KM vs. CoKP in patients between 3 and 21 years of age. The attending physician administered either ketamine 1 mg/kg i.v. or ketamine 0.5 mg/kg and propofol 0.5 mg/kg i.v. The physician could administer up to three additional doses of ketamine (0.5 mg/kg/dose) or ketamine/propofol (0.25 mg/kg/dose of each). Adverse events (e.g., respiratory events, cardiovascular events, unpleasant emergence reactions) were recorded. Secondary outcomes included efficacy, recovery time, and satisfaction scores. Ninety-six patients were randomized to KM and 87 patients were randomized to CoKP. There was no difference in adverse events or type of adverse event, except nausea was more common in the KM group. Efficacy of PSA was higher in the KM group (99%) compared to the CoKP group (90%). Median recovery time was the same. Satisfaction scores by providers, including nurses, were higher for KM, although parents were equally satisfied with both sedation regimens. We found no significant differences in adverse events between the KM and CoKP groups. While CoKP is a reasonable choice for pediatric PSA, our study did not demonstrate an advantage of this combination over KM.",1,0,0,0,0
37824028,Adverse Drug Reactions to Opioids: A Study in a National Pharmacovigilance Database.,"Opioids are commonly used as analgesics; however, like any medicine, they can produce adverse drug reactions (ADRs), including nausea, constipation, dependence, and respiratory depression, that result in harmful and fatal events. Therefore, it is essential to monitor the safety of these drugs in clinical practice. This study aimed to characterize the safety profile of opioids by conducting a descriptive study based on a spontaneous reporting system (SRS) for ADRs in The Netherlands, focusing on abuse, misuse, medication errors, and differences between sexes. Reports submitted to the Netherlands Pharmacovigilance Centre Lareb from January 2003 to December 2021 with an opioid drug as the suspected/interacting medicine were analyzed. Reporting odds ratios (RORs) for drug-ADR combinations were calculated, analyzed, and corrected for sex and drug utilization (expenditure) for the Dutch population. A total of 8769 reports were analyzed. Tramadol was the opioid with the most reports during the period (n = 2746), while oxycodone or tramadol had the highest number of reports per year in the study period. The most reported ADRs from opioid use were nausea, followed by dizziness and vomiting, independent of sex, and all of them were more often reported in women. Vomiting associated with tramadol (ROR females/males = 2.17) was significantly higher in women. Buprenorphine was responsible for most ADRs when corrected for expenditure, with high RORs observed with application site hypersensitivity, application site reaction, and application site rash. Fentanyl gave rise to most of the reports of ADRs concerning abuse, misuse, and medication errors. Patients treated with opioids experienced ADRs, primarily nausea, dizziness, and vomiting. For those groups of drugs, no significant differences were found between the sexes, except for the vomiting associated with tramadol. In general, ADRs related to opioids presented higher RORs when uncorrected and corrected for sexes and expenditure than other drugs. There was more disproportionate reporting for ADRs concerning abuse, misuse, and medication errors for opioids than other drugs in the Dutch SRS.",1,0,0,0,0
38536173,Patient-Reported Adverse Events and Early Treatment Discontinuation Among Patients With Multiple Myeloma.,"There is substantial interest in capturing cancer treatment tolerability from the patient's perspective using patient-reported outcomes (PROs). To examine whether a PRO question, item 5 from the Functional Assessment of Cancer Therapy-General General Physical Wellbeing Scale (GP5), was associated with early treatment discontinuation (ETD) due to adverse events. This prospective survey study was conducted from February to April 2023. Among participants in the ECOG-ACRIN E1A11 trial (a phase 3, parallel design trial conducted between 2013 and 2019), patients with newly diagnosed multiple myeloma were randomized to receive bortezomib (VRd) or carfilzomib (KRd) plus lenalidomide and dexamethasone as induction therapy. The GP5 item was administered at baseline (pretreatment) and at 1 month, 2.8 months, and 5.5 months postbaseline. Eligible participants included patients with newly diagnosed multiple myeloma treated at community oncology practices or academic medical centers in the US. GP5 response options were ""very much,"" ""quite a bit,"" ""somewhat,"" ""a little bit,"" and ""not at all."" Responses at each assessment while undergoing treatment (1 month, 2.8 months, and 5.5 months) were categorized as high adverse event bother (ie, ""very much,"" and ""quite a bit"") and low adverse event bother (ie, ""somewhat,"" ""a little bit,"" or ""not at all""). In addition, change from baseline to each assessment while undergoing treatment was calculated and categorized as worsening by 1 response category and 2 or more response categories. ETD due to adverse events (yes vs no) was analyzed using logistic regression adjusting for treatment group, performance status, gender, race, and disease stage. Of the 1087 participants in the original trial, 1058 (mean [SD] age 64 [9] years; 531 receiving VrD [50.2%]; 527 receiving KRd [49.8%]) responded to item GP5 and were included in the secondary analysis. A small proportion (142 patients [13.4%]) discontinued treatment early due to AEs. For those with high adverse-effect bother, GP5 while undergoing treatment was associated with ETD at 1 month (adjusted odds ratio [aOR], 2.20; 95% CI, 1.25-3.89), 2.8 months (aOR, 3.41; 95% CI, 2.01-5.80), and 5.5 months (aOR, 4.66; 95% CI, 1.69-12.83). Worsening by 2 or more response categories on the GP5 was associated with ETD at 2.8 months (aOR, 3.02; 95% CI, 1.64-5.54) and 5.5 months (aOR, 5.49; 95% CI, 1.45-20.76). In this survey study of the E1A11 trial, worse GP5 response was associated with ETD. These findings suggest that simple assessment of adverse-effect bother while receiving treatment is an efficient way to indicate treatment tolerability and ETD risk.",1,0,0,0,0
38854273,"Causality, Severity, Preventability and Predictability Assessments Scales for Adverse Drug Reactions: A Review.","The pharmacovigilance program of India (PvPI), after its inception, has been reliably acquiring force in bringing issues to light among the masses, healthcare professionals, the pharma industry, and clinical staff at hospitals. Adverse drug reactions are unintended events that occur after exposure to a drug, biological product, or medical device, and they may result in morbidity and mortality. It is critical to monitor the safety of drugs during the post-marketing phase to find long-term and rare ADRs, as well as ADRs in special populations and patients with co-morbidities that are not usually included during clinical trials. The definitive objective of pharmacovigilance is to collate data and analyze it. Assessing the causality between ADRs and drugs is necessary to decrease the occurrence of ADRs and to reduce the risk of drug-related ADRs. ADRs may lead to increased morbidity, increased hospital stays, and increased cost of treatment, resulting in compromised patient safety. Causality assessment is the evaluation of the likelihood that a particular treatment is the cause of an observed adverse event and establishing a causal association between a drug and a drug reaction is necessary to prevent further recurrences. Numerous methods available for establishing a causal association between the drug and adverse events have been broadly classified into clinical judgment or global introspection, algorithms, and probabilistic methods. These include the Swedish method, World Health Organization-Uppsala Monitoring Centre (WHO-UMC) scale, Naranjo's algorithm, Kramer algorithm, Jones algorithm, Karch algorithm, Bégaud algorithm, Adverse Drug Reactions Advisory Committee guidelines, Bayesian Adverse Reaction Diagnostic Instrument, and so on. Despite various methods available, none of the causality assessment tools have been universally accepted as the gold standard. Naranjo's algorithm and WHO-UMC scales are, however, the most commonly used. Similarly, for preventability and severity assessment of ADRs, the Schumock and Thornton scale and Hartwig and Siegel's scale are most commonly used. Hence, we reviewed different tools and methods available to assess the causality, preventability, and severity of ADRs.",1,0,0,0,0
37948080,Adverse Event Reporting in Randomized Clinical Trials for Multiple Myeloma.,"Cancer treatment can result in burdensome toxic effects that profoundly affect patient quality of life. In seeking to emphasize the efficacy of tested treatments, clinical trial reports may use subjective or minimizing terms to describe adverse events (AEs). To evaluate patterns of AE reporting in multiple myeloma (MM) randomized clinical trials (RCTs) published between 2015 and early 2023. For this cohort study, the PubMed, Embase, and Cochrane Central Register of Controlled Trials databases were searched to assess the prevalence of minimizing terms in MM RCTs published between January 1, 2015, and March 1, 2023. Minimizing terms were defined as subjective terms used to favorably describe the safety profile of the intervention. The terms searched included convenient, manageable, acceptable, expected, well-tolerated, tolerable, favorable, and safe. Final data analysis was performed on July 21, 2023. The primary outcome was the occurrence of at least 1 minimizing term in an article. Univariate logistic regression analyses were performed to evaluate the association between the presence of at least 1 minimizing term and the actual incidence of grade 3 or 4 AEs, serious AEs, or grade 5 AEs. Of the 65 RCTs included, 56 (86%) used minimizing terms when describing treatment-emergent AEs. The most frequently used minimizing terms were well-tolerated or tolerable in 29 trials (45%), manageable in 18 (28%), and acceptable in 16 (25%). Grade 3 or 4 AE rate in the examined RCTs ranged from 23% to 94%, with a median of 75% (IQR, 59%-82%). A univariate regression analysis demonstrated no association between the use of minimizing terms and grade 3 or 4 AE rates (odds ratio [OR], 1.35 [95% CI, 0.88-2.10] per 10% AE rate increase; P = .17) or grade 5 AE rates (OR, 3.16 [95% CI, 0.27-12.7] per 10% AE rate increase; P = .45). These findings suggest that trial investigators and sponsors regularly use minimizing terms to describe toxic effects in MM trials, and use of this terminology may not reflect actual AE rates in these studies. Instead of using these terms, trial investigators should highlight event rates and patient-reported outcomes, to allow clinicians and patients to better evaluate the true tolerability of AEs.",1,0,0,0,0
35788071,"Adverse drug reactions, multimorbidity and polypharmacy: a prospective analysis of 1 month of medical admissions.","To ascertain the burden and associated cost of adverse drug reactions (ADRs), polypharmacy and multimorbidity through a prospective analysis of all medical admissions to a large university teaching hospital over a 1-month period. Prospective observational study. Liverpool University Hospital Foundation National Health Service (NHS) Trust, England. All medical admissions with greater than 24-hour stay over a 1-month period. Prevalence of admissions due to an ADR and associated mortality, prevalence and association of multimorbidity and polypharmacy with ADRs, and estimated local financial cost of admissions where an ADR was a contributing or main reason for admission with projected costs for NHS in England. There were 218 identified patient admissions with an ADR giving a prevalence of 18.4%. The majority of these (90.4%) were ADRs that directly resulted in or contributed to admission. ADRs thus accounted for 16.5% of total admissions. Those with an ADR were on average taking more medicines (10.5 vs 7.8, p<0.01) and had more comorbidities than those without an ADR (6.1 vs 5.2, p<0.01). Drugs most commonly implicated were diuretics, steroid inhalers, anticoagulants and antiplatelets, proton pump inhibitors, chemotherapeutic agents and antihypertensives. 40.4% of ADRs were classified avoidable or possibly avoidable. The mortality rate due to an ADR was 0.34%. The average length of stay for those with an ADR was 6 days. Direct 1-month cost to the Trust from ADR admissions was £490 716. Extrapolated nationally, the projected annual cost to the NHS in England is 2.21 billion. The local prevalence of admission and mortality from ADRs is higher than previously reported. Important factors that could be contributing to this include polypharmacy and multimorbidity. ADRs place a significant burden on patients and healthcare services with associated financial implications. Reducing inappropriate polypharmacy should be a major aim for preventing ADRs.",1,0,0,0,0
38589749,Adverse Event Reporting in Cancer Clinical Trials: Incorporating Patient-Reported Methods. A Systematic Scoping Review.,"The history of clinical trials is fraught with unethical practices. Since 1945, robust frameworks have evolved to standardise the collection and reporting of safety data, most notably, the Common Terminology Criteria for Adverse Events (CTCAE) from the National Cancer Institute; used by investigators to report side effects experienced by participants. As medicine moves into the patient-centred model, interest has been growing to collect data on adverse events directly from participants (patient-reported adverse events). The aim of this systematic scoping review was to investigate the inclusion of patient-reported adverse event data within safety/tolerability analyses and explore the collection and reporting of patient-reported adverse event data. A database search was undertaken and the Covidence platform was used to manage the review; results were analysed descriptively. Sixty-eight studies were included in the analysis. An increase in the number of studies that incorporate patient-reported adverse event data was seen by year. Seventy instruments were used for the collection of patient-reported adverse event data with recall period, mode, frequency and site of administration varying across studies; the duration of data collection ranged from 28 days to 6 years. Frequently, information on these details was omitted from publications. The number of instruments used by studies to collect patient-reported adverse event data ranged from one to seven instruments. Despite growing calls for the inclusion of patient-reported adverse events, this has not yet translated into published reports. The collection and reporting of these data were variable and conducted using instruments that were not designed for purpose. To address these inconsistencies, standardisation of data collection and reporting using a purpose-built validated instrument is required.",1,0,0,0,0
24677235,Testing cardiovascular drug safety and efficacy in randomized trials.,"Randomized trials provide the gold standard evidence on which rests the decision to approve novel therapeutics for clinical use. They are large and expensive and provide average but unbiased estimates of efficacy and risk. Concern has been expressed about how unrepresentative populations and conditions that pertain in randomized trials might be of the real world, including concerns about the homogeneity of the biomedical and adherence characteristics of volunteers entered into such trials, the dose and constancy of drug administration and the mixture of additional medications that are restricted in such trials but might influence outcome in practice. A distinction has been drawn between trials that establish efficacy and those that demonstrate effectiveness, drugs that patients actually consume in the real world for clinical benefit. However, randomized controlled trials remain the gold standard for establishing efficacy and the testing of effectiveness with less rigorous approaches is a secondary, albeit important consideration. Despite this, there is an appreciation that average results may conceal considerable interindividual variation in drug response, leading to a failure to appreciate clinical value or risk in subsets of patients. Thus, attempts are now being made to individualize risk estimates by modulating those derived from large randomized trials with the individual baseline risk estimates based on demographic and biological criteria-the individual Numbers Needed to Treat to obtain a benefit, such as a life saved. Here, I will consider some reasons why large phase 3 trials-by far the most expensive element of drug development-may fail to address the unmet medical needs, which should justify such effort and investment.",1,1,0,1,0
38933603,Characterization of adverse events in injured patients at risk of hemorrhagic shock: a secondary analysis of three harmonized prehospital randomized clinical trials.,"The reporting of adverse events (AEs) is required and well defined in the execution of clinical trials, but is poorly characterized particularly in prehospital trials focusing on traumatic injury. In the setting of prehospital traumatic injury trials, no literature currently exists analyzing the clinical implications of AEs and their associations with mortality and morbidity. We sought to analyze AEs from three prehospital hemorrhagic shock trials and characterize their time course, incidence, severity, associated clinical outcomes, and relatedness. We performed a secondary analysis of three prehospital randomized clinical trials. We analyzed AEs at both the patient level as well as the individual AE level. We categorized patients who had no AEs, a single documented AE and those with multiple events (>1 AE). We characterized AE timing, severity, relatedness and attributable mortality outcomes. We included 1490 patients from the three harmonized clinical trials, with 299 (20.1%) individual patients having at least a single AE documented with 529 AEs documented overall as a proportion of patients had multiple events. Over 44% of patients had a death-related misclassified AE. Patients with at least a single documented AE had a significantly higher 28-day mortality (log-rank χ<sup>2</sup>=81.27, p<0.001) compared with those without an AE documented. Patients with a single AE had a significant higher mortality than those with multiple AEs, potentially due to survival bias (log-rank χ<sup>2</sup>=11.80, p=0.006). When relatedness of each individual AE was characterized, over 97% of AEs were classified as 'definitely not related' or 'probably not related' to the intervention. AEs in hemorrhagic shock trials are common, occur early and are associated with mortality and survival bias. The potential for inaccurate reporting exists, and education and training remain essential for appropriate treatment arm comparison. The current results have important relevance to injury-related clinical trials. NCT01818427, NCT02086500 and NCT03477006. II.",1,0,0,0,0
33646267,Effect of a Multifaceted Clinical Pharmacist Intervention on Medication Safety After Hospitalization in Persons Prescribed High-risk Medications: A Randomized Clinical Trial.,"The National Action Plan for Adverse Drug Event (ADE) Prevention identified 3 high-priority, high-risk drug classes as targets for reducing the risk of drug-related injuries: anticoagulants, diabetes agents, and opioids. To determine whether a multifaceted clinical pharmacist intervention improves medication safety for patients who are discharged from the hospital and prescribed medications within 1 or more of these high-risk drug classes. This randomized clinical trial was conducted at a large multidisciplinary group practice in Massachusetts and included patients 50 years or older who were discharged from the hospital and prescribed at least 1 high-risk medication. Participants were enrolled into the trial from June 2016 through September 2018. The pharmacist-directed intervention included an in-home assessment by a clinical pharmacist, evidence-based educational resources, communication with the primary care team, and telephone follow-up. Participants in the control group were provided educational materials via mail. The study assessed 2 outcomes over a 45-day posthospital discharge period: (1) adverse drug-related incidents and (2) a subset defined as clinically important medication errors, which included preventable or ameliorable ADEs and potential ADEs (ie, medication-related errors that may not yet have caused injury to a patient, but have the potential to cause future harm if not addressed). Clinically important medication errors were the primary study outcome. There were 361 participants (mean [SD] age, 68.7 [9.3] years; 177 women [49.0%]; 319 White [88.4%] and 8 Black individuals [2.2%]). Of these, 180 (49.9%) were randomly assigned to the intervention group and 181 (50.1%) to the control group. Among all participants, 100 (27.7%) experienced 1 or more adverse drug-related incidents, and 65 (18%) experienced 1 or more clinically important medication errors. There were 81 adverse drug-related incidents identified in the intervention group and 72 in the control group. There were 44 clinically important medication errors in the intervention group and 45 in the control group. The intervention did not significantly alter the per-patient rate of adverse drug-related incidents (unadjusted incidence rate ratio, 1.13; 95% CI, 0.83-1.56) or clinically important medication errors (unadjusted incidence rate ratio, 0.99; 95% CI, 0.65-1.49). In this randomized clinical trial, there was not an observed lower rate of adverse drug-related incidents or clinically important medication errors during the posthospitalization period that was associated with a clinical pharmacist intervention. However, there were study recruitment challenges and lower than expected numbers of events among the study population. ClinicalTrials.gov Identifier: NCT02781662.",1,0,0,0,0
37689822,The INGENIOUS trial: Impact of pharmacogenetic testing on adverse events in a pragmatic clinical trial.,"Adverse drug events (ADEs) account for a significant mortality, morbidity, and cost burden. Pharmacogenetic testing has the potential to reduce ADEs and inefficacy. The objective of this INGENIOUS trial (NCT02297126) analysis was to determine whether conducting and reporting pharmacogenetic panel testing impacts ADE frequency. The trial was a pragmatic, randomized controlled clinical trial, adapted as a propensity matched analysis in individuals (N = 2612) receiving a new prescription for one or more of 26 pharmacogenetic-actionable drugs across a community safety-net and academic health system. The intervention was a pharmacogenetic testing panel for 26 drugs with dosage and selection recommendations returned to the health record. The primary outcome was occurrence of ADEs within 1 year, according to modified Common Terminology Criteria for Adverse Events (CTCAE). In the propensity-matched analysis, 16.1% of individuals experienced any ADE within 1-year. Serious ADEs (CTCAE level ≥ 3) occurred in 3.2% of individuals. When combining all 26 drugs, no significant difference was observed between the pharmacogenetic testing and control arms for any ADE (Odds ratio 0.96, 95% CI: 0.78-1.18), serious ADEs (OR: 0.91, 95% CI: 0.58-1.40), or mortality (OR: 0.60, 95% CI: 0.28-1.21). However, sub-group analyses revealed a reduction in serious ADEs and death in individuals who underwent pharmacogenotyping for aripiprazole and serotonin or serotonin-norepinephrine reuptake inhibitors (OR 0.34, 95% CI: 0.12-0.85). In conclusion, no change in overall ADEs was observed after pharmacogenetic testing. However, limitations incurred during INGENIOUS likely affected the results. Future studies may consider preemptive, rather than reactive, pharmacogenetic panel testing.",1,1,0,0,0
37923529,Guidelines for Data and Safety Monitoring in Pragmatic Randomized Clinical Trials Using Case Studies.,"Pragmatic randomized clinical trials (pRCTs) have a unique set of considerations for data and safety monitoring. Because of their unconventional trial designs coupled with collection of multilevel data and implementation outcomes in real-world settings, thoughtful consideration is needed on the presentation of the trial design and accruing data to facilitate review and decision-making by the trial's data and safety monitoring board (DSMB). To our knowledge, there is limited information available in practical guidelines for generalists and medical general practitioners on what to monitor and to report to the DSMB during the conduct of pRCTs and what the DSMB should focus on in its review of reports. This article discusses these matters in the context of 3 case studies focusing on a set of critical data and safety monitoring questions that would be of interest to the generalist conducting pRCTs. In considering these questions, we provide tabular and graphical illustrations of how data can be presented to the DSMB while drawing attention to those areas that the DSMB should focus on in its review of the trial. The strategies and viewpoints discussed herein provide practical guidelines and can serve as a resource for the generalist conducting pRCTs.",1,1,0,0,0
34469805,Can preclinical drug development help to predict adverse events in clinical trials?,"The development of novel therapeutics is associated with high rates of attrition, with unexpected adverse events being a major cause of failure. Serious adverse events have led to organ failure, cancer development and deaths that were not expected outcomes in clinical trials. These life-threatening events were not identified during therapeutic development due to the lack of preclinical safety tests that faithfully represented human physiology. We highlight the successful application of several novel technologies, including high-throughput screening, organs-on-chips, microbiome-containing drug-testing platforms and humanised mouse models, for mechanistic studies and prediction of toxicity. We propose the incorporation of similar preclinical tests into future drug development to reduce the likelihood of hazardous therapeutics entering later-stage clinical trials.",1,0,0,0,0
38691387,Efficacy and Safety of Xanomeline-Trospium Chloride in Schizophrenia: A Randomized Clinical Trial.,"A significant need exists for new antipsychotic medications with different mechanisms of action, greater efficacy, and better tolerability than existing agents. Xanomeline is a dual M1/M4 preferring muscarinic receptor agonist with no direct D2 dopamine receptor blocking activity. KarXT combines xanomeline with the peripheral muscarinic receptor antagonist trospium chloride with the goal of reducing adverse events due to xanomeline-related peripheral muscarinic receptor activation. In prior trials, xanomeline-trospium chloride was effective in reducing symptoms of psychosis and generally well tolerated in people with schizophrenia. To evaluate the efficacy and safety of xanomeline-trospium vs placebo in adults with schizophrenia. EMERGENT-3 (NCT04738123) was a phase 3, multicenter, randomized, double-blind, placebo-controlled, 5-week trial of xanomeline-trospium in people with schizophrenia experiencing acute psychosis, conducted between April 1, 2021, and December 7, 2022, at 30 inpatient sites in the US and Ukraine. Data were analyzed from February to June 2023. Participants were randomized 1:1 to receive xanomeline-trospium chloride (maximum dose xanomeline 125 mg/trospium 30 mg) or placebo for 5 weeks. The prespecified primary end point was change from baseline to week 5 in Positive and Negative Syndrome Scale (PANSS) total score. Secondary outcome measures were change from baseline to week 5 in PANSS positive subscale score, PANSS negative subscale score, PANSS Marder negative factor score, Clinical Global Impression-Severity score, and proportion of participants with at least a 30% reduction in PANSS total score. Safety and tolerability were also evaluated. A total of 256 participants (mean [SD] age, 43.1 [11.8] years; 191 men [74.6%]; 156 of 256 participants [60.9%] were Black or African American, 98 [38.3%] were White, and 1 [0.4%] was Asian) were randomized (125 in xanomeline-trospium group and 131 in placebo group). At week 5, xanomeline-trospium significantly reduced PANSS total score compared with placebo (xanomeline-trospium , -20.6; placebo, -12.2; least squares mean difference, -8.4; 95% CI, -12.4 to -4.3; P < .001; Cohen d effect size, 0.60). Discontinuation rates due to treatment-emergent adverse events (TEAEs) were similar between the xanomeline-trospium (8 participants [6.4%]) and placebo (7 participants [5.5%]) groups. The most common TEAEs in the xanomeline-trospium vs placebo group were nausea (24 participants [19.2%] vs 2 participants [1.6%]), dyspepsia (20 participants [16.0%] vs 2 participants [1.6%]), vomiting (20 participants [16.0%] vs 1 participant [0.8%]), and constipation (16 participants [12.8%] vs 5 participants [3.9%]). Measures of extrapyramidal symptoms, weight gain, and somnolence were similar between treatment groups. Xanomeline-trospium was efficacious and well tolerated in people with schizophrenia experiencing acute psychosis. These findings, together with the previously reported and consistent results from the EMERGENT-1 and EMERGENT-2 trials, support the potential of xanomeline-trospium to be the first in a putative new class of antipsychotic medications without D2 dopamine receptor blocking activity. ClinicalTrials.gov Identifier: NCT04738123.",1,1,0,1,0
9591924,Adverse events in phase-I studies: a report in 1015 healthy volunteers.,"This report describes all clinical, laboratory and electrocardiographical adverse events detected in healthy volunteers in a phase-I centre over a 10-year period: 54 phase-I studies are involved, including 1015 healthy young volunteers (993 males) who received 1538 treatments (23 different active drugs or placebo) corresponding to 12143 days of follow-up. This updates a similar report published previously in the European Journal of Clinical Pharmacology. Adverse events were defined as all events noted in case-report forms. Incidence of adverse events was defined as the ratio between the number of adverse events and the number of follow-up days. Severity was rated as death, life-threatening, severe or minor. Incidences or occurrence rates were compared using the Chi-squared test with Yates' correction. The overall incidence of adverse events was 12.8% with a significant difference between active-drug (13.7%) and placebo (7.9%) treatments. There were 1558 adverse events of 110 distinct kinds. Only for three (headache, diarrhoea and dyspepsia) was the incidence superior to 10 per thousand. Most of these adverse events were also observed with placebo. Ninety-seven percentage of adverse events were of minor intensity; forty three (3%) were rated as severe, including nine worrying cases - six malaises with loss of consciousness, one atrial fibrillation, one hyperthyroidism and one bicytopenia. Some of the adverse events were not related to the tested drugs, but to a vagal reaction or to study conditions. There was no death or life-threatening event. The global rate of occurrence was one adverse event per treatment, one and a half per subject and one out of eight follow-up days. No difference in the overall incidence with placebo was observed between the two successive 5-year periods. This report confirms that adverse events in phase I studies are very common, usually of minor intensity and rarely severe; even though exceptional, life-threatening adverse events are possible. Adverse events occurring in phase I are rarely published, leading to lack of information. Thus, authors invite clinical research organization (CROs) and phase-I centres to regularly publicise at least severe adverse events; they also suggest that the life-threatening adverse events reported to health authorities should be publicised, for example by the World Health Organization (WHO).",1,0,0,0,0
